Bogføringsdato;Beløb;Posteringstype;Reference;Løbende_saldo;Statuskonto
20250502;240,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208929;285327999,67;90540000
20250502;120,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208551;285327759,67;90540000
20250502;393,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208551;285327639,67;90540000
20250502;936,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208542;285327246,67;90540000
20250502;120,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208542;285326310,67;90540000
20250502;223,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208393;285326190,67;90540000
20250502;120,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208393;285325967,67;90540000
20250502;17,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208373;285325847,67;90540000
20250502;373,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208371;285325830,67;90540000
20250502;120,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208371;285325457,67;90540000
20250502;30,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208370;285325337,67;90540000
20250502;179,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208369;285325307,67;90540000
20250502;123,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208279;285325128,67;90540000
20250502;97,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208245;285325005,67;90540000
20250502;114,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208235;285324908,67;90540000
20250502;183,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208234;285324794,67;90540000
20250502;161,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208228;285324611,67;90540000
20250502;76,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208202;285324450,67;90540000
20250502;82,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208196;285324374,67;90540000
20250502;401,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208170;285324292,67;90540000
20250502;236,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208166;285323891,67;90540000
20250502;524,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208161;285323655,67;90540000
20250502;33,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208160;285323131,67;90540000
20250502;11,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208158;285323098,67;90540000
20250502;135,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208157;285323087,67;90540000
20250502;120,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208147;285322952,67;90540000
20250502;282,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208147;285322832,67;90540000
20250502;272,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208141;285322550,67;90540000
20250502;120,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208141;285322278,67;90540000
20250502;124,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208139;285322158,67;90540000
20250502;146,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208109;285322034,67;90540000
20250502;16,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208069;285321888,67;90540000
20250502;1.478,00;DANKORT-SALG;Dankort-salg 01.05 4922735 208069;285321872,67;90540000
20250502;2.860,00;DANKORT-SALG;Dankort-salg 01.05 4862899 925750;285320394,67;90540000
20250502;4.740,00;DANKORT-SALG;Dankort-salg 01.05 4862899 088750;285317534,67;90540000
20250502;160,00;DANKORT-SALG;Dankort-salg 01.05 3796930 590750;285312794,67;90540000
20250502;1.434,00;DANKORT-SALG;Dankort-salg 01.05 3796930 041050;285312634,67;90540000
20250502;2.534,00;DANKORT-SALG;Dankort-salg 01.05 3796914 880150;285311200,67;90540000
20250502;182,00;DANKORT-SALG;Dankort-salg 01.05 3796892 673350;285308666,67;90540000
20250502;323,00;DANKORT-SALG;Dankort-salg 01.05 3796884 623850;285308484,67;90540000
20250502;33,00;DANKORT-SALG;Dankort-salg 01.05 3796868 574550;285308161,67;90540000
20250502;242,00;DANKORT-SALG;Dankort-salg 01.05 3796817 779750;285308128,67;90540000
20250502;44,00;DANKORT-SALG;Dankort-salg 01.05 3796795 279150;285307886,67;90540000
20250502;178,00;DANKORT-SALG;Dankort-salg 01.05 3796671 706550;285307842,67;90540000
20250502;165,00;DANKORT-SALG;Dankort-salg 01.05 3796663 988350;285307664,67;90540000
20250502;-1.000,00;BS BETALING;Bs betaling KON konto 0970205918;285307499,67;90540000
20250502;-14.009,71;BS BETALING;Bs betaling KON konto 0970205918;285308499,67;90540000
20250502;-2.094,73;BS BETALING;Bs betaling KON konto 0970205918;285322509,38;90540000
20250502;45.441,00;OVERFØRSEL;MSS Professional A/S               Meddelnr. 02337443925122;285324282,63;90540000
20250502;2.838,00;OVERFØRSEL;Overførsel Bidrag;285278841,63;90540000
20250502;1.914.410,54;OVERFØRSEL;Overførsel 184888084273 Gældst;285276003,63;90540000
20250502;397,44;OVERFØRSEL;Overf. Skattestyrels               Meddelnr. 02335857925122;283361593,09;90540000
20250502;113,67;OVERFØRSEL;Overførsel Nets 0529 8674335;283361195,65;90540000
20250502;610,54;OVERFØRSEL;Overførsel Nets 0605 8537995;283361081,98;90540000
20250502;2.171.750,00;OVERFØRSEL;Puljesag: 145340 - P               Meddelnr. 02335631325122;283360471,44;90540000
20250502;77,69;OVERFØRSEL;Overførsel 2025-03 Vindstød;281188721,44;90540000
20250502;78.990,85;OVERFØRSEL;Overførsel INSTNR:80149477;281188643,75;90540000
20250502;2.132,34;OVERFØRSEL;Overførsel INSTNR:80150496;281109652,90;90540000
20250502;40.352,22;OVERFØRSEL;Overførsel                         Meddelnr. 02331602225122;281107520,56;90540000
20250502;344.250,52;OVERFØRSEL;Overførsel                         Meddelnr. 02331583625122;281067168,34;90540000
20250502;1.000.000,00;OVERFØRSEL;MUE80W.2023-0030-1                 Meddelnr. 02328571125122;280722917,82;90540000
20250502;1.473,16;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02328562125122;279722917,82;90540000
20250502;15.850,00;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02328561625122;279721444,66;90540000
20250502;16.865,28;OVERFØRSEL;Udbetaling Danmark                 Meddelnr. 02328525825122;279705594,66;90540000
20250502;150,00;OVERFØRSEL;Overførsel N42250770296;279688729,38;90540000
20250502;450.468.835,31;OVERFØRSEL;0019;279688579,38;90540000
20250502;840,00;OVERFØRSEL;Overførsel N54102770178;-170780255,93;90540000
20250502;3.811,38;OVERFØRSEL;Overførsel N36549770446;-170781095,93;90540000
20250502;33.365,19;OVERFØRSEL;Overførsel N27026770279;-170784907,31;90540000
20250502;495,05;MOBILEPAY;Mobilepay 2000452160010105258;-170818272,50;90540000
20250502;69,30;MOBILEPAY;Mobilepay 2000311450010105258;-170818767,55;90540000
20250502;488,50;MOBILEPAY;Mobilepay 2020498350010105251;-170818836,85;90540000
20250502;105,00;MOBILEPAY;Mobilepay 2020471040010105258;-170819325,35;90540000
20250502;130,00;MOBILEPAY;Mobilepay 2020421200010105255;-170819430,35;90540000
20250502;79,00;MOBILEPAY;Mobilepay 2020443930010105257;-170819560,35;90540000
20250502;52,00;MOBILEPAY;Mobilepay 2020325480010105252;-170819639,35;90540000
20250502;148,00;MOBILEPAY;Mobilepay 2020320950010105253;-170819691,35;90540000
20250502;165.491,22;MOBILEPAY;Mobilepay 4000000000010105250;-170819839,35;90540000
20250502;336,00;MOBILEPAY;Mobilepay 2020314620010105256;-170985330,57;90540000
20250502;315,00;MOBILEPAY;Mobilepay 2020219860010105250;-170985666,57;90540000
20250502;432,00;MOBILEPAY;Mobilepay 2020249660010105255;-170985981,57;90540000
20250502;17,00;MOBILEPAY;Mobilepay 2020190910010105258;-170986413,57;90540000
20250502;223,00;MOBILEPAY;Mobilepay 2020094080010105255;-170986430,57;90540000

